T24,CO2 emission estimates,,,
Region/Country/Area,,Year,Series,Value
860,Uzbekistan,2018,Emissions (thousand metric tons of carbon dioxide),"107,957"
860,Uzbekistan,2005,Emissions per capita (metric tons of carbon dioxide),4.3
860,Uzbekistan,2010,Emissions per capita (metric tons of carbon dioxide),4.2
860,Uzbekistan,2015,Emissions per capita (metric tons of carbon dioxide),3.1
860,Uzbekistan,2016,Emissions per capita (metric tons of carbon dioxide),3.2
860,Uzbekistan,2017,Emissions per capita (metric tons of carbon dioxide),3.3
860,Uzbekistan,2018,Emissions per capita (metric tons of carbon dioxide),3.3
862,Venezuela (Boliv. Rep. of),1975,Emissions (thousand metric tons of carbon dioxide),"56,070"
862,Venezuela (Boliv. Rep. of),1985,Emissions (thousand metric tons of carbon dioxide),"85,139"
862,Venezuela (Boliv. Rep. of),2005,Emissions (thousand metric tons of carbon dioxide),"140,442"
862,Venezuela (Boliv. Rep. of),2010,Emissions (thousand metric tons of carbon dioxide),"155,571"
862,Venezuela (Boliv. Rep. of),2015,Emissions (thousand metric tons of carbon dioxide),"140,827"
862,Venezuela (Boliv. Rep. of),2016,Emissions (thousand metric tons of carbon dioxide),"129,084"
862,Venezuela (Boliv. Rep. of),2017,Emissions (thousand metric tons of carbon dioxide),"123,355"
862,Venezuela (Boliv. Rep. of),2018,Emissions (thousand metric tons of carbon dioxide),"112,589"
862,Venezuela (Boliv. Rep. of),1975,Emissions per capita (metric tons of carbon dioxide),4.3
862,Venezuela (Boliv. Rep. of),1985,Emissions per capita (metric tons of carbon dioxide),4.9
862,Venezuela (Boliv. Rep. of),2005,Emissions per capita (metric tons of carbon dioxide),5.3
862,Venezuela (Boliv. Rep. of),2010,Emissions per capita (metric tons of carbon dioxide),5.5
862,Venezuela (Boliv. Rep. of),2015,Emissions per capita (metric tons of carbon dioxide),4.7
862,Venezuela (Boliv. Rep. of),2016,Emissions per capita (metric tons of carbon dioxide),4.3
862,Venezuela (Boliv. Rep. of),2017,Emissions per capita (metric tons of carbon dioxide),4.2
862,Venezuela (Boliv. Rep. of),2018,Emissions per capita (metric tons of carbon dioxide),3.9
704,Viet Nam,1975,Emissions (thousand metric tons of carbon dioxide),"16,954"
704,Viet Nam,1985,Emissions (thousand metric tons of carbon dioxide),"17,435"
704,Viet Nam,2005,Emissions (thousand metric tons of carbon dioxide),"79,230"
704,Viet Nam,2010,Emissions (thousand metric tons of carbon dioxide),"126,659"
704,Viet Nam,2015,Emissions (thousand metric tons of carbon dioxide),"182,589"
704,Viet Nam,2016,Emissions (thousand metric tons of carbon dioxide),"193,612"
704,Viet Nam,2017,Emissions (thousand metric tons of carbon dioxide),"191,244"
704,Viet Nam,2018,Emissions (thousand metric tons of carbon dioxide),"226,522"
704,Viet Nam,1975,Emissions per capita (metric tons of carbon dioxide),0.3
704,Viet Nam,1985,Emissions per capita (metric tons of carbon dioxide),0.3
704,Viet Nam,2005,Emissions per capita (metric tons of carbon dioxide),0.9
704,Viet Nam,2010,Emissions per capita (metric tons of carbon dioxide),1.4
704,Viet Nam,2015,Emissions per capita (metric tons of carbon dioxide),2
704,Viet Nam,2016,Emissions per capita (metric tons of carbon dioxide),2.1
704,Viet Nam,2017,Emissions per capita (metric tons of carbon dioxide),2
704,Viet Nam,2018,Emissions per capita (metric tons of carbon dioxide),2.4
887,Yemen,1975,Emissions (thousand metric tons of carbon dioxide),"1,752"
887,Yemen,1985,Emissions (thousand metric tons of carbon dioxide),"4,857"
887,Yemen,2005,Emissions (thousand metric tons of carbon dioxide),"18,836"
887,Yemen,2010,Emissions (thousand metric tons of carbon dioxide),"22,389"
887,Yemen,2015,Emissions (thousand metric tons of carbon dioxide),"11,784"
887,Yemen,2016,Emissions (thousand metric tons of carbon dioxide),"9,579"
887,Yemen,2017,Emissions (thousand metric tons of carbon dioxide),"8,672"
887,Yemen,2018,Emissions (thousand metric tons of carbon dioxide),"8,009"
887,Yemen,1975,Emissions per capita (metric tons of carbon dioxide),0.3
887,Yemen,1985,Emissions per capita (metric tons of carbon dioxide),0.5
887,Yemen,2005,Emissions per capita (metric tons of carbon dioxide),0.9
887,Yemen,2010,Emissions per capita (metric tons of carbon dioxide),1
887,Yemen,2015,Emissions per capita (metric tons of carbon dioxide),0.4
887,Yemen,2016,Emissions per capita (metric tons of carbon dioxide),0.4
887,Yemen,2017,Emissions per capita (metric tons of carbon dioxide),0.3
887,Yemen,2018,Emissions per capita (metric tons of carbon dioxide),0.3
894,Zambia,1975,Emissions (thousand metric tons of carbon dioxide),"4,326"
894,Zambia,1985,Emissions (thousand metric tons of carbon dioxide),"2,696"
894,Zambia,2005,Emissions (thousand metric tons of carbon dioxide),"2,121"
894,Zambia,2010,Emissions (thousand metric tons of carbon dioxide),"2,211"
894,Zambia,2015,Emissions (thousand metric tons of carbon dioxide),"4,258"
894,Zambia,2016,Emissions (thousand metric tons of carbon dioxide),"4,543"
894,Zambia,2017,Emissions (thousand metric tons of carbon dioxide),"5,949"
894,Zambia,2018,Emissions (thousand metric tons of carbon dioxide),"6,693"
894,Zambia,1975,Emissions per capita (metric tons of carbon dioxide),0.9
894,Zambia,1985,Emissions per capita (metric tons of carbon dioxide),0.4
894,Zambia,2005,Emissions per capita (metric tons of carbon dioxide),0.2
894,Zambia,2010,Emissions per capita (metric tons of carbon dioxide),0.2
894,Zambia,2015,Emissions per capita (metric tons of carbon dioxide),0.3
894,Zambia,2016,Emissions per capita (metric tons of carbon dioxide),0.3
894,Zambia,2017,Emissions per capita (metric tons of carbon dioxide),0.4
894,Zambia,2018,Emissions per capita (metric tons of carbon dioxide),0.4
716,Zimbabwe,1975,Emissions (thousand metric tons of carbon dioxide),"7,169"
716,Zimbabwe,1985,Emissions (thousand metric tons of carbon dioxide),"9,730"
716,Zimbabwe,2005,Emissions (thousand metric tons of carbon dioxide),"10,275"
716,Zimbabwe,2010,Emissions (thousand metric tons of carbon dioxide),"9,504"
716,Zimbabwe,2015,Emissions (thousand metric tons of carbon dioxide),"11,897"
716,Zimbabwe,2016,Emissions (thousand metric tons of carbon dioxide),"10,406"
716,Zimbabwe,2017,Emissions (thousand metric tons of carbon dioxide),"9,652"
716,Zimbabwe,2018,Emissions (thousand metric tons of carbon dioxide),"11,684"
716,Zimbabwe,1975,Emissions per capita (metric tons of carbon dioxide),1.1
716,Zimbabwe,1985,Emissions per capita (metric tons of carbon dioxide),1.1
716,Zimbabwe,2005,Emissions per capita (metric tons of carbon dioxide),0.9
716,Zimbabwe,2010,Emissions per capita (metric tons of carbon dioxide),0.7
716,Zimbabwe,2015,Emissions per capita (metric tons of carbon dioxide),0.9
716,Zimbabwe,2016,Emissions per capita (metric tons of carbon dioxide),0.7
716,Zimbabwe,2017,Emissions per capita (metric tons of carbon dioxide),0.7
716,Zimbabwe,2018,Emissions per capita (metric tons of carbon dioxide),0.8
